MJACCTTYPCD,PHUONG THUC CHO VAY,LOAIKH,SEX,BASE_BAL,DUNO_QD,CURRENCYCD,THOIHAN,DESC_TIME,MJACCTTYPDESC,PARENTORGNAME,LAISUAT,MUCDICHVAY,NHOMNOMOI
CNS,THE TIN DUNG,1,1,20000000.0,8511811.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,10000000.0,15005317.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN RACH GIA,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,30000000.0,26657527.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN LONG AN,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,24110.0,19785008.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN HAU GIANG,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,465000.0,128500.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,5000000.0,4751892.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN RACH GIA,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,3000000.0,10132306.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN RACH GIA,0.0,1840-CV master-Visa-JCB card,1
MTG,"CV TUNG LAN GOC, LAI D.KY",1,1,350000000.0,343000000.0,VND,61,Vay trung han,Vay Nong Nghiep,KLB - CN RACH GIA,11.89,0111-Nong nghiep,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,0,530000000.0,455000000.0,VND,61,Vay trung han,Vay Tieu dung,KLB - CN SAI GON,8.5,1830-CV Sua chua Nha de o,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,6000000000.0,5425000000.0,VND,244,Vay dai han,Vay Tieu dung,KLB - CN BA RIA - VUNG TAU,12.0,"1822-CV mua,nhan,nhuong BDS",1
CNS,THE TIN DUNG,1,0,8000000.0,7972870.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,10000000.0,10812559.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,9999999.0,3632422.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,10000000.0,17417709.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN DONG THAP,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,20000000.0,29225174.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN RACH GIA,0.0,1840-CV master-Visa-JCB card,1
CNS,TRA GOP,1,1,150000000.0,647205090.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN RACH GIA,16.0,"0719-Ban buon,le hang hoa khac",1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,0,5300000000.0,4860000000.0,VND,244,Vay dai han,Vay Tieu dung,KLB - CN SAI GON,12.0,"1822-CV mua,nhan,nhuong BDS",2
CNS,TRA GOP,1,0,11555500.0,194422140.0,VND,364,Vay ngan han,Vay Tieu dung,KLB - CN DA NANG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,THE TIN DUNG,1,0,19999999.0,5368377.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,300000000.0,210000000.0,VND,61,Vay trung han,Vay Tieu dung,KLB - CN HAI PHONG,11.73,1830-CV Sua chua Nha de o,2
CNS,THE TIN DUNG,1,1,3000000.0,6771884.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN HAI PHONG,0.0,1840-CV master-Visa-JCB card,2
CNS,THE TIN DUNG,1,0,99000.0,649000.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN HAI PHONG,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,199000.0,1.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN DONG THAP,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,250000.0,402777.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN RACH GIA,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,69517.0,1430000.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN DONG THAP,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,5000000.0,17223831.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN DONG THAP,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,667700.0,7057321.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN DONG THAP,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,20000000.0,15771366.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN DONG THAP,0.0,1840-CV master-Visa-JCB card,1
CNS,TRA GOP,1,1,9444500.0,217085930.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN VINH LONG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,THE TIN DUNG,1,1,3500000.0,4568530.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BAC LIEU,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,300000000.0,252000000.0,VND,122,Vay dai han,Vay Tieu dung,KLB - CN DA NANG,12.0,1830-CV Sua chua Nha de o,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,450000000.0,360000000.0,VND,122,Vay dai han,Vay Tieu dung,KLB - CN HAI PHONG,12.0,1830-CV Sua chua Nha de o,1
CNS,THE TIN DUNG,1,0,100000000.0,17493594.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,3594500.0,1014517.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,166076.0,5516123.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,0,200000000.0,161682000.0,VND,122,Vay dai han,Vay Tieu dung,KLB - CN RACH GIA,12.0,"1822-CV mua,nhan,nhuong BDS",1
MTG,CV TUNG LAN LAI DINH KY,1,1,310000000.0,310000000.0,VND,12,Vay ngan han,Vay Nong Nghiep,KLB - CN DAK LAK,11.5,0111-Nong nghiep,5
CNS,"CV TUNG LAN GOC, LAI D.KY",1,0,300000000.0,167000000.0,VND,122,Vay dai han,Vay Tieu dung,KLB - CN AN GIANG,12.6,"1822-CV mua,nhan,nhuong BDS",1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,0,2000000000.0,1800080000.0,VND,243,Vay dai han,Vay Tieu dung,KLB - CN HA NOI,12.0,"1822-CV mua,nhan,nhuong BDS",1
CNS,THE TIN DUNG,1,1,15000000.0,8243897.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN HAU GIANG,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,5816530.0,717197.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN HA NOI,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,1186658.0,4809192.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN PHU YEN,0.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,THE TIN DUNG,1,0,2000000.0,8650095.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN PHU YEN,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,16877.0,17415218.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BA RIA - VUNG TAU,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,7000000.0,7393910.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN PHU YEN,0.0,1840-CV master-Visa-JCB card,1
MTG,"CV TUNG LAN GOC, LAI D.KY",1,1,200000000.0,160000000.0,VND,61,Vay trung han,Vay Nong Nghiep,KLB - CN HAU GIANG,13.7,0111-Nong nghiep,1
CNS,THE TIN DUNG,1,0,139960.0,9445999.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,2050000.0,237000.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,10000000.0,4513341.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BA RIA - VUNG TAU,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,1200000000.0,892000000.0,VND,85,Vay dai han,Vay Tieu dung,KLB - CN TAY NINH,12.2,"1813-CV mua may moc, PTVT",1
CNS,TRA GOP,1,1,18889000.0,295926960.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN HAU GIANG,14.49,1870-CV TG Sinh hoat Tieu dung,1
CNS,THE TIN DUNG,1,0,1914300.0,4077832.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,5000000.0,3997052.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN LONG AN,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,2397500.0,10033902.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN LONG AN,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,4536000.0,13504267.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN LONG AN,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,2125000.0,5985000.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN LONG AN,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,5000000.0,13937090.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN LONG AN,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,30000000.0,4517102.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,34997050.0,71502597.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BA RIA - VUNG TAU,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,350000000.0,210800000.0,VND,61,Vay trung han,Vay Tieu dung,KLB - CN BEN TRE,12.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,THE TIN DUNG,1,0,8000000.0,48199330.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN VINH LONG,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,3582000.0,1.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SOC TRANG,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,15000000.0,7977197.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BINH DINH,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,10000000.0,26198945.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,9220150.0,286775.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,10687500.0,512502.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,4128200.0,23344507.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,3000000.0,29773317.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,15830000.0,8868229.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,381000.0,8545964.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,230000000.0,170300000.0,VND,122,Vay dai han,Vay Tieu dung,KLB - CN BINH THUAN,12.0,1830-CV Sua chua Nha de o,1
CNS,THE TIN DUNG,1,0,5000000.0,4943945.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN PHU YEN,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,10000000.0,9976534.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN PHU YEN,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,750000000.0,573200000.0,VND,73,Vay dai han,Vay Tieu dung,KLB - CN BINH THUAN,12.2,1830-CV Sua chua Nha de o,2
CNS,THE TIN DUNG,1,1,25000000.0,13119282.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN HAU GIANG,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,350000000.0,280400000.0,VND,122,Vay dai han,Vay Tieu dung,KLB - CN HAI PHONG,12.0,1830-CV Sua chua Nha de o,1
CNS,THE TIN DUNG,1,0,603200.0,13405355.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN PHU YEN,0.0,1840-CV master-Visa-JCB card,1
CNS,TRA GOP,1,0,20000000.0,674901600.0,VND,365,Vay ngan han,Vay Tieu dung,KLB - CN VINH LONG,16.0,1870-CV TG Sinh hoat Tieu dung,1
CML,CV TUNG LAN LAI DINH KY,1,1,100000000.0,100000000.0,VND,12,Vay ngan han,Vay Cong Thuong,KLB - CN BAC LIEU,11.08,0710-HD Thuong nghiep,4
CNS,THE TIN DUNG,1,1,20000000.0,22835890.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,199000.0,9821407.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,445233.0,471942.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN RACH GIA,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,199000.0,15058084.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN DAK LAK,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,5000000.0,12030325.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN PHU QUOC,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,78116597.0,2.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,1670000.0,35415186.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
MTG,CV TUNG LAN LAI DINH KY,1,0,300000000.0,300000000.0,VND,12,Vay ngan han,Vay Nong Nghiep,KLB - CN KHANH HOA,11.5,0210-Nuoi trong thuy san,4
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,250000000.0,154159000.0,VND,61,Vay trung han,Vay Tieu dung,KLB - CN SAI GON,12.1,1812-CV mua Xe Co gioi tra gop,1
CNS,THE TIN DUNG,1,0,10000000.0,1.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN RACH GIA,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,25000000.0,7084328.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN RACH GIA,0.0,1840-CV master-Visa-JCB card,1
CML,"CV TUNG LAN GOC, LAI D.KY",1,1,70000000.0,37880000.0,VND,49,Vay ngan han,Vay Cong Thuong,KLB - CN KHANH HOA,14.2,1894-Kinh doanh Ca the,1
CNS,THE TIN DUNG,1,1,1050000.0,697225.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,2000000.0,9555231.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN PHU YEN,0.0,1870-CV TG Sinh hoat Tieu dung,1
CNS,THE TIN DUNG,1,1,6727500.0,14271276.0,VND,73,Vay ngan han,Vay Tieu dung,KLB - CN BINH DINH,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,15000000.0,16662479.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN DONG NAI,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,4700000.0,1.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BA RIA - VUNG TAU,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,30000000.0,122589.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN NHA BE,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,250000000.0,230000000.0,VND,61,Vay trung han,Vay Tieu dung,KLB - CN LONG AN,12.0,1830-CV Sua chua Nha de o,4
CNS,THE TIN DUNG,1,1,40800000.0,38239903.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,5000000.0,27318434.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN CA MAU,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,12000000.0,26037551.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN CA MAU,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,25000000.0,44233558.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,0.0,1840-CV master-Visa-JCB card,4
CNS,THE TIN DUNG,1,0,13000000.0,13000000.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BEN TRE,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,199000.0,99000.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BEN TRE,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,20000000.0,26375279.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BEN TRE,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,3540000.0,7458370.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BEN TRE,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,520000000.0,451000000.0,VND,122,Vay dai han,Vay Tieu dung,KLB - CN SAI GON,12.0,1830-CV Sua chua Nha de o,1
CNS,THE TIN DUNG,1,1,200000.0,27237660.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BINH THUAN,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,48833.0,1917361.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN VINH LONG,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,0,290000000.0,174800000.0,VND,61,Vay trung han,Vay Tieu dung,KLB - CN TIEN GIANG,11.61,1870-CV TG Sinh hoat Tieu dung,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,120000000.0,85500000.0,VND,61,Vay trung han,Vay Tieu dung,KLB - CN BEN TRE,13.7,1870-CV TG Sinh hoat Tieu dung,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,0,400000000.0,276520000.0,VND,122,Vay dai han,Vay Tieu dung,KLB - CN BA RIA - VUNG TAU,11.73,1830-CV Sua chua Nha de o,1
CNS,THE TIN DUNG,1,0,1507.0,1754606.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,10000000.0,1.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,434712.0,853712.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,371598.0,1624220.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN KHANH HOA,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,200000.0,199851.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN HAI PHONG,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,99000.0,14955873.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN HAI PHONG,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,50000000.0,16603692.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN NHA BE,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,13500000.0,5268326.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,1029300.0,1.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BINH DUONG,0.0,0,2
CNS,THE TIN DUNG,1,0,30000000.0,899000.0,VND,24,Vay ngan han,Vay Tieu dung,KLB - CN BA RIA - VUNG TAU,0.0,1840-CV master-Visa-JCB card,2
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,800000000.0,720080000.0,VND,244,Vay dai han,Vay Tieu dung,KLB - CN BA RIA - VUNG TAU,12.0,"1822-CV mua,nhan,nhuong BDS",1
MTG,"CV TUNG LAN GOC, LAI D.KY",1,0,149000000.0,100000000.0,VND,37,Vay trung han,Vay Nong Nghiep,KLB - CN HAU GIANG,13.7,0111-Nong nghiep,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,0,400000000.0,163200000.0,VND,242,Vay dai han,Vay Tieu dung,KLB - CN TIEN GIANG,12.6,"1822-CV mua,nhan,nhuong BDS",1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,300000000.0,197500000.0,VND,131,Vay dai han,Vay Tieu dung,KLB - CN AN GIANG,8.3,1860-CV CBCNV KLB,1
CNS,THE TIN DUNG,1,1,10185000.0,26907289.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN PHU YEN,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,0,50000000.0,37500000.0,VND,24,Vay trung han,Vay Tieu dung,KLB - CN PHU QUOC,14.6,1830-CV Sua chua Nha de o,1
CNS,THE TIN DUNG,1,1,656700.0,5710948.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,470000000.0,306200000.0,VND,61,Vay trung han,Vay Tieu dung,KLB - CN BINH THUAN,12.0,"1813-CV mua may moc, PTVT",2
CNS,THE TIN DUNG,1,0,18499000.0,33183557.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN CAN GIO,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,21000000.0,21422289.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN TRA VINH,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,0,9973800.0,710459.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN RACH GIA,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,150000000.0,122500000.0,VND,122,Vay dai han,Vay Tieu dung,KLB - CN RACH GIA,9.3,1830-CV Sua chua Nha de o,1
CML,"CV TUNG LAN GOC, LAI D.KY",1,0,780000000.0,390000000.0,VND,49,Vay trung han,Vay Cong Thuong,KLB - CN PHU QUOC,11.4,1227-Mua quyen su dung dat,1
CNS,THE TIN DUNG,1,1,16500000.0,49748588.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN LONG AN,0.0,1840-CV master-Visa-JCB card,1
MTG,"CV TUNG LAN GOC, LAI D.KY",1,1,250000000.0,150000000.0,VND,61,Vay trung han,Vay Nong Nghiep,KLB - CN DAK LAK,11.61,0111-Nong nghiep,1
CNS,THE TIN DUNG,1,1,96709.0,2.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,0,360000000.0,309000000.0,VND,244,Vay dai han,Vay Tieu dung,KLB - CN RACH GIA,8.3,"1822-CV mua,nhan,nhuong BDS",1
CNS,THE TIN DUNG,1,0,2000000.0,7.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
CNS,THE TIN DUNG,1,1,985479.0,60091.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN BA RIA - VUNG TAU,0.0,1840-CV master-Visa-JCB card,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,170000000.0,135409000.0,VND,122,Vay dai han,Vay Tieu dung,KLB - CN VINH LONG,12.0,1830-CV Sua chua Nha de o,1
CNS,THE TIN DUNG,1,1,4011836.0,2415902.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SAI GON,0.0,1840-CV master-Visa-JCB card,1
MTG,CV TUNG LAN LAI DINH KY,1,0,150000000.0,150000000.0,VND,15,Vay ngan han,Vay Nong Nghiep,KLB - CN RACH GIA,10.88,0111-Nong nghiep,5
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,1000000000.0,900016000.0,VND,244,Vay dai han,Vay Tieu dung,KLB - CN SAI GON,12.0,"1822-CV mua,nhan,nhuong BDS",1
CNS,THE TIN DUNG,1,1,10000000.0,27304744.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN SOC TRANG,0.0,1840-CV master-Visa-JCB card,1
MTG,"CV TUNG LAN GOC, LAI D.KY",1,1,460000000.0,390000000.0,VND,61,Vay trung han,Vay Nong Nghiep,KLB - CN HAU GIANG,12.2,1894-Kinh doanh Ca the,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,700000000.0,566600000.0,VND,122,Vay dai han,Vay Tieu dung,KLB - CN BINH DUONG,12.0,0610-XD nha cac loai,1
MTG,"CV TUNG LAN GOC, LAI D.KY",1,1,300000000.0,240000000.0,VND,37,Vay trung han,Vay Nong Nghiep,KLB - CN HAU GIANG,12.0,0111-Nong nghiep,1
CNS,"CV TUNG LAN GOC, LAI D.KY",1,1,280000000.0,101300000.0,VND,61,Vay trung han,Vay Tieu dung,KLB - CN HAI PHONG,12.0,1870-CV TG Sinh hoat Tieu dung,2
CNS,THE TIN DUNG,1,1,15000000.0,12847189.0,VND,37,Vay ngan han,Vay Tieu dung,KLB - CN CAN THO,0.0,1840-CV master-Visa-JCB card,1
